postcode,suburb,state,latitude,longitude
4226,Robina DC,QLD,-28.0642,153.3794
4226,Merrimac,QLD,-28.0509,153.3731
4226,Robina,QLD,-28.0707,153.3933
4227,Varsity Lakes,QLD,-28.0894,153.4122
4227,Reedy Creek,QLD,-28.1124,153.3964
4229,Bond University,QLD,-28.0779,153.4123
4230,Robina Town Centre,QLD,-28.0757,153.3842
4551,Little Mountain,QLD,-26.7844,153.0922
4551,Caloundra West,QLD,-26.7985,153.114
4551,Meridan Plains,QLD,-26.7735,153.0619
4551,Battery Hill,QLD,-26.7788,153.1289
4551,Caloundra BC,QLD,-26.7961,153.1229
4551,Caloundra DC,QLD,-26.7961,153.1229
4551,Moffat Beach,QLD,-26.7905,153.14
4551,Shelly Beach,QLD,-26.7965,153.1458
4551,Bells Creek,QLD,-26.7836,153.0605
4551,Dicky Beach,QLD,-26.7836,153.1377
4551,Kings Beach,QLD,-26.8017,153.1426
4551,Currimundi,QLD,-26.7693,153.1224
4551,Caloundra,QLD,-26.8035,153.1219
4551,Aroona,QLD,-26.7817,153.1165
4553,Glenview,QLD,-26.7667,153.0167
4553,Palmview,QLD,-26.746,153.0599
4554,Ilkley,QLD,-26.731,152.9977
4555,Chevallum,QLD,-26.7007,152.9935
4556,Forest Glen,QLD,-26.6886,153.0045
4556,Sippy Downs,QLD,-26.7179,153.0547
4556,Kunda Park,QLD,-26.6643,153.0354
4556,Buderim,QLD,-26.6844,153.0571
4556,Tanawha,QLD,-26.7198,153.0302
4556,Mons,QLD,-26.6916,153.025
4557,Mountain Creek,QLD,-26.7028,153.1013
4557,Mooloolaba,QLD,-26.6816,153.1192
4558,Maroochydore Bc,QLD,-26.6546,153.0777
4558,Maroochydore DC,QLD,-26.6589,153.0778
4558,Sunshine Plaza,QLD,-26.6546,153.0777
4558,Maroochydore,QLD,-26.6601,153.0995
4558,Cotton Tree,QLD,-26.6535,153.1012
4558,Kuluin,QLD,-26.6578,153.0561
4559,Kiels Mountain,QLD,-26.6565,153.0081
4559,Diddillibah,QLD,-26.6417,153.0496
4560,Rosemount,QLD,-26.6303,152.9997
4560,Bli Bli,QLD,-26.6172,153.0367
4564,Pacific Paradise,QLD,-26.6181,153.0778
4564,Twin Waters,QLD,-26.61,153
4564,Marcoola,QLD,-26.5845,153.0947
4564,Mudjimba,QLD,-26.615,153.0989
4572,Alexandra Headland,QLD,-26.672,153.1079
4573,Mount Coolum,QLD,-26.5658,153.0914
4573,Yaroomba,QLD,-26.5513,153.097
4575,Parrearra,QLD,-26.7115,153.122
4575,Birtinya,QLD,-26.7432,153.1191
4575,Bokarina,QLD,-26.7384,153.1305
4575,Wurtulla,QLD,-26.7565,153.128
4575,Buddina,QLD,-26.6956,153.133
4575,Minyama,QLD,-26.6957,153.1235
4575,Warana,QLD,-26.7227,153.1269
4285,Birnam,QLD,-27.4833,151.9167
4344,Rockmount,QLD,-27.6833,152.0333
4344,Stockyard,QLD,-27.6333,152.0667
4344,Iredale,QLD,-27.6003,152.0873
4350,Toowoomba Village Fair,QLD,-27.6284,151.8604
4350,Blue Mountain Heights,QLD,-27.5049,151.9559
4350,Prince Henry Heights,QLD,-27.5511,151.991
4350,Centenary Heights,QLD,-27.5868,151.9625
4350,Wilsonton Heights,QLD,-27.5323,151.9244
4350,Clifford Gardens,QLD,-27.6284,151.8604
4350,Darling Heights,QLD,-27.5966,151.9305
4350,Gowrie Mountain,QLD,-27.6284,151.8604
4350,Kearneys Spring,QLD,-27.6049,151.941
4350,North Toowoomba,QLD,-27.5441,151.9612
4350,South Toowoomba,QLD,-27.571,151.9465
4350,Toowoomba South,QLD,-27.5717,151.8559
4350,Cotswold Hills,QLD,-27.5224,151.8952
4350,East Toowoomba,QLD,-27.5709,151.9742
4350,Toowoomba City,QLD,-27.5802,151.9439
4350,Toowoomba East,QLD,-27.5717,151.8559
4350,Drayton North,QLD,-27.6284,151.8604
4350,Middle Ridge,QLD,-27.6071,151.9669
4350,Mount Kynoch,QLD,-27.5107,151.9481
4350,Mount Rascal,QLD,-27.635,151.9143
4350,Toowoomba BC,QLD,-27.6284,151.8604
4350,Toowoomba DC,QLD,-27.6284,151.8604
4350,Wyalla Plaza,QLD,-27.5717,151.8559
4350,Mount Lofty,QLD,-27.5463,151.9722
4350,Harristown,QLD,-27.5833,151.9333
4350,Northlands,QLD,-27.5717,151.8559
4350,Rangeville,QLD,-27.5832,151.98
4350,Torrington,QLD,-27.5424,151.8879
4350,Harlaxton,QLD,-27.5333,151.9667
4350,Rockville,QLD,-27.5361,151.938
4350,Southtown,QLD,-27.5717,151.8559
4350,Toowoomba,QLD,-27.5606,151.9539
4350,Westbrook,QLD,-27.6167,151.8667
4350,Wilsonton,QLD,-27.5431,151.9168
4350,Charlton,QLD,-27.5333,151.8667
4350,Glenvale,QLD,-27.5682,151.8934
4350,Top Camp,QLD,-27.6358,151.9392
4350,Wellcamp,QLD,-27.55,151.8667
4350,Cranley,QLD,-27.5167,151.95
4350,Drayton,QLD,-27.5833,151.9167
4350,Newtown,QLD,-27.556,151.9325
4350,Redwood,QLD,-27.5648,151.9791
4350,Finnie,QLD,-27.6167,151.9
4352,Gowrie Junction,QLD,-27.4833,151.8833
4352,Postmans Ridge,QLD,-27.5309,152.0528
4352,Hodgson Vale,QLD,-27.6652,151.9325
4352,Silver Ridge,QLD,-27.5997,151.838
4352,Spring Bluff,QLD,-27.4625,151.9698
4352,Blanchview,QLD,-27.5667,152.0333
4352,Highfields,QLD,-27.4634,151.9539
4352,Vale View,QLD,-27.6619,151.899
4352,Withcott,QLD,-27.5541,152.0243
4352,Glencoe,QLD,-27.5997,151.838
4352,Preston,QLD,-27.6604,151.9866
4352,Woolmer,QLD,-27.45,151.9167
4352,Wyreema,QLD,-27.6558,151.8553
4352,Birnam,QLD,-27.4833,151.9167
4352,Cawdor,QLD,-27.4667,151.9
4358,Vale View,QLD,-27.6619,151.899
